comments	contain_gender_bias	bias	hate	comments_clean
다름과 비정상은 전혀 다른얘기임.본인이 자연의 순리를 거슬렀으면서 나머지 사람들을 나쁜 편견자라고 하면 안되요. 치료받고 돌이킬수있는 길이 열리기를 바랍니다. 힘겨워보여요.	False	none	none	다르 정상 전혀 얘기 본인 자연 순리 거스르 나머지 사람 나쁘 편견 하 안 되 치료 돌이키 있 길 열리 바라 보이
다리길어보이기위해그랬겠지마는 옆과 뒤를 너무 팠다적당히 했으면 멋있었을것을 민망하노	False	none	none	다리 길 보이 위하 옆 뒤 너무 파 적당히 하 멋있 민망
다리짧은 애가 살빠지니 머리크고 몸은 왜소해져서 보기흉해..	False	others	hate	다리 짧 애 살 빠지 머리 크 몸 왜소 보 흉하
다리통 저리 안치우냐 야 이 종간나가 아침밥 체하겠네	False	none	hate	다리 통 저리 안 치우 종 간나 아침밥 체하
다말아먹고 튀냐	False	none	offensive	다 말아먹 튀
다버리고 나영석.데려와서 시즌1가자 강호동.이수근.이승기.김종민.은지원 김c.mc몽 복귀작 가자	False	none	none	다 버리 나영석 데려오 시즌 강호동 이수근 이승기 김종민 은지원 김 c.mc 몽 복귀 작 가
다봤는데 뭔내용인지	False	none	none	다 보 내용
다솜도 인기가 많군 또 질투글이 배댓인거보니.. 도대체 어디가 설정같다는거냐? 나는 다른연예인들보다 더 꾸밈없이 혼자라이프 보여주는것같아서 보기 좋더만	False	others	none	다솜 인기 많 또 질투 글 배댓 보 도대체 가 설정 같 연예인 더 꾸밈없이 혼자 라이프 보이 같 보 좋 더
다솜씨 다음엔..산에백숙먹으러 '아빠'랑 가지말구 '오빠'랑가요~난 다솜이좋드라~ㅋㅋㅋ ㅋㅋ그리고 개예쁨♡♡♡	False	none	none	다솜 다음 산 백숙 먹 아빠 가 오빠 가 다솜 좋 개 예쁘
다시 멋진 삶 살기바래요~ 사랑할땐 다 눈이 멀어져요 잊고 다시 시작함되요~	False	none	none	다시 멋지 삶 살 바래 사랑 때 다 눈 멀 잊 다시 시작 되
다시 배달하셔야될듯ㅋㅋ	False	others	none	다시 배달 되
다시 보고 싶다. 너무 예쁜 첫째부터 세상에서 제일 귀여운 막내 딸까지 그립다.	False	none	none	다시 보 너무 예쁘 세상 제일 막내 딸
다시 찐다ㅋㅋ	False	none	none	다시 찌
다시 태국 가서 이열음이 대왕조개 따다가 발 끼여서 죽는 장면 찍어오면 조작 아닌거 인정해줄게~ 예능은 리얼이지	False	none	hate	다시 태국 가 이열음 대왕 조개 따 발 끼이 죽 장면 찍 오 조작 인정 예능 리얼
다시 현빈 역시 현빈 너무 잘생기고 연기도 잘해~!!	False	none	none	다시 현빈 역시 현빈 너무 잘 생기 연기 잘 하
다신 나오지 말아라	False	none	none	다시 나오
다야야 잘했다! 도란이는 쫌 많이 당해야해..멍청하고 답답하고 연기도 못하고	False	none	offensive	다 잘 하 도 란 쫌 많이 당하 멍청 답답 연기 못 하
다음 생에는 중국 남자 만나야지	False	others	none	다음 생 중국 남자 만나
다음 세상엔 저 몸으로 태.........................	False	none	none	다음 세상 몸 태
다음 주에 대리한테 간 연다연이 연돼지로 밝혀져 곤란할때 재형이가 나타나 구해주겠네. ㅋ	False	none	offensive	다음 주 대리 가 열 연 열 돼지 밝히 곤란 때 재형 나타나 구하
다음 화는 꽃길 걷장	False	none	none	다음 화 꽃길
다음은 첩보액션물이나 천재물리학자 역이 겁나 잘어울릴거같음 사랑하오	False	none	none	다음 첩보 액션물 천재 물리학자 역 겁나 잘 어울리 같 사랑
다음차례 구구단. 언능 해라.	False	none	none	다음 차례 구구단 언능 하
다이어트 해라 그럼 미인된다	False	others	offensive	다이어트 하 미인 되
다이어트를 해도 머리크기는 어떻게 할수가 없구나....	False	others	offensive	다이어트 하 머리 크기 하 없
다필요없고 김지원이 진짜 이쁘더라	False	none	none	다 필요 없 김지원 진짜 이쁘
닥쳐 이련아. 너가 제일 많이 했을거 같아	True	gender	hate	닥치 련 제일 많이 하 같
단기간에? 요요 온다	False	none	none	단기간 오
단이 불쌍해서 마지막 안봤어 퉤다	False	none	none	단 불쌍 마지막 안 보 퉤다
단짠오피스 난 신소율버전이 더 좋았음 연기나 느껴지는 에너지가 풍부했어	False	none	none	단짠 오피스 신소율 버전 더 좋 연기 느끼 에너지 풍부
단톡 내용을 자꾸 기사거리화하는것도 좋은건 아니다. 승리말처럼 그것또한 개인정보 유출 아닌가.	False	none	none	톡 내용 자꾸 기사 좋 승리 말 또한 개인 정보 유출
달수정도면 여자들이 그냥넘어오는데	True	gender	hate	달 수 정도 여자 그냥 넘어오
달수형 돌아와요..!	False	none	none	달수 형 돌아오
달수형은 반드시 돌아온다. 진실을 볼줄아는 사람들이 있기 때문이지.	False	none	none	달수 형 반드시 돌아오 진실 보 알 사람 있
담배때문 아니고?	False	others	offensive	담배
담배부터 끈으세요	False	others	offensive	담배 끌
담배피고 맨날전자레인지에돌려서먹고끼니도 제대로안먹으니깐병생긴거지이참에 금연도하고 몸좀챙겨라	False	others	offensive	담배 피 맨날 전자레인지 돌리 먹 끼니 제대로 안 먹 병 생기 이참 금연 하 몸 좀 챙기
담배피는 여자연예인들 아갈똥네	True	gender	hate	담배 피 여자 연예인 가 똥
담배피던걸로 데뷔길을막냐 담배안피던애들없을텐데	False	others	offensive	담배 피 걸 데뷔 길 막 담배 안 피 애 없
답답하긴 한데 둘이 친해보이던데 이런 반응을 연경선수가 원하진 않을듯.. 정 불편하면 자르겠죠	False	none	none	답답 친하 보이 반응 연경 선수 원하 정 불편 자르
답은 간단합니다. 손흥민 보다 시야,패스능력,센스가 뛰어난 선수가 같이 뛰어서 손흥민이 믿고 공격할수 있는 선수가 같이 뛰면 됩니다. 그러니까 이강인 선발로 기용하라고요 벤투 감독님!!	False	none	none	답 간단 손흥민 보다 시야 패스 능력 센스 뛰어나 선수 같이 뛰 손흥민 공격 있 선수 같이 뛰 되 이강인 선발 기용 벤투 감독
당사자들이 괜찮다는데 왜 난리냐 ㅋ 오지랖도 풍년이다 이것들아	False	none	offensive	당사자 괜찮 하 왜 난리 오지랖 풍년
당시 김학래 유부남 아니었나? 그렇게 기억하고 있는데 그럼 첩이지. OOO이 방송에 나오고 역겹다	True	gender	hate	당시 김학 래 유부남 기억 첩 OO 방송 나오
당신 노래 못하면 악플 달린다 ㅋㅋ	False	none	offensive	노래 못 하 악플 달리
당신은 잘사는 가정에 왜 불을내 완전 나쁜사람이네 왜 이렇게 살아?? 나아가 몇살이야 배운만큼 배운애가 왜이러니??	False	others	offensive	잘 사 가정 왜 불 내 완전 나쁘 사람 왜 살 나아가 배우 배우 애 왜 이러
당신을 믿습니다꼭 전보다 더 건강한 모습으로 만나요멋진 허지웅 화이팅!	False	none	none	꼭 전 더 건강 모습 만나 멋지 허지웅
당신을 보면 딱 이구절만 생각나네요바보가 신념을 가지면 무섭습니다.결혼한다니 축하드리고 잘사시길 바랍니다.자기 주제에 맞게 사시길.	False	none	offensive	보 딱 구절 생각나 바보 신념 가지 결혼 축하 드리 잘 사 바라 주제 맞 사
당연하지 무슨 하차야. 연좌제하냐?	False	none	offensive	당연 하차 연좌 하
당연히 사과하는게 맞지. 공개적으로 팔로우사실 공개해서 전국구로 망신준게 분명 무슨 의도가 있다고밖에볼수없음.. 게다가 장성규 유부남이잖아? 이게 대놓고 작정하고 욕먹이려고 한게 아님 뭐임?	False	none	none	당연히 사과 맞 공개 팔로우 사실 공개 전국구 망신 주 분명 의도 있 보 없 게다가 장성 규 유부남 대 작정 욕 먹이
당연히 성추행이지! 한명의 여성이라도 성적 수치심 느낀다면 성추행이다. 빠른사과 아니었으면 고소감이지	False	none	none	당연히 성추행 여성 성 수치심 느끼 성추행 빠르 사과 소감
당장하차해라 신입이 벌써부터 마약? 기가막히는군	False	none	offensive	당장 하차 신입 벌써 마약 기 막히
대 일 본	False	others	offensive	일 본
대가리에 피도안마른 것들. 육갑하고 있네. 육아가 뭔지는 아냐?	False	others	hate	대가리 피 안 마르 육갑 육아 알
대기업에서 근무 중인 9살 연하 미모의 재원 .. 이런글 좀 쓰지마라 그게 왜 기사에 나와야되는데? 너무 식상하다	False	none	none	기업 근무 연하 미모 재원 글 좀 쓰 왜 기사 나오 되 너무 식상
대다수 국민들이 속으로는 마닷 좋아하고 응원하면서 앞으로 잘하라는 의미에서 괜히 질책하는겁니다 마닷 화이팅 ~ !!	False	none	none	대다수 국민 속 마 좋아하 응원 앞 잘 하 의미 괜히 질책 마
대단하네 20년 사귀는거면 이젠 그냥 설렘 같은건 없을거 같기도... 그정도 사귀면 면전에 똥방구 뀌기나 트림 하기 등등 다 해봤을듯	False	none	offensive	대단하 사귀 이제 그냥 설레 같 없 같 정도 사귀 면전 똥 방구 뀌 트림 하 다 하
대단하시다 36년전 일을 미투도 기간을 정해야 될듯 ㅋ	True	gender	hate	대단하 전 일 미투 기간 정하 되
대리비올리니깐 자꾸 음주운전들하지..코앞가는것도 이만원달라하구...	False	others	none	대리 비 올리 자꾸 음주 운전 하 코앞 가 달 하
대마는 이제 la에서도 합법이다. 그만 짖어라	False	others	offensive	대마 이제 la 합법 그만 짖
대마는 절대로 하지말자	False	none	none	대마 절대로 하
대마보이 박태환 얼굴에 철판을 깔았구만	False	others	hate	대마 보이 박태환 얼굴 철판 깔
대만 애 소식까지 알아야 하나	False	others	hate	대만 애 소식 알
대만놈들은 솔직히 잘나간다는 애들보면 다 ㅈㄴ 느끼하게 생겼거나 얼굴 어느부분이 ㅈㄴ 이상하게 생겼는데..얘는 괜찮게 생겼네.얼굴 관상보니 고추도 크게 생김.	True	gender	hate	대만 솔직히 잘 나가 애 보 다 느끼 생기 얼굴 부분 이상 생기 괜찮 생기 얼굴 관상 보 고추 크 생기
대머리 싫어 ㅡㅡ	False	others	hate	대머리 싫
대머리냐?모자는죙일쓰고있네..이러다자면서도 쓰고잘듯?	False	others	offensive	대머리 모자 죙 일 쓰 이러 자 쓰 자
대박 미모다 낼모레 오십아냐?!!	False	none	none	대박 미모 낼 모레 알
대박이다.엄마왜저럼ㅜㅜ 아가씨들보다 이쁘다	False	none	none	박 엄마 왜 저러 아가씨 이쁘
대배우님 절대 잘못한 거 없어요 힘내세요	False	none	none	대배우 절대 잘못 없 힘내
대사 잘 들리니까 니네들 귀밥이나 파든가 ㅜ	False	none	offensive	대사 잘 들리 귀 밥 파
대역 없이 유두나오면 영화관 가서 볼게요	True	gender	hate	대역 없이 유두 나오 영화관 가
대은아 혹시나 협박받고 있거나 약점 잡힌거 있으면 내년 크보 첫 선발경기에서 보크해	False	none	none	은 혹시나 협박 약점 잡히 있 내년 크보 선발 경기 보크
대은아..멀리봐..크게 놀아야쥐..니얼굴이면...~~~~	False	others	offensive	은 멀리 보 크 놀 쥐 얼굴
대장 언제쯤 나오나요?ㅜ	False	none	none	대장 언제쯤 나오
대중따위가 니들이 머라고 재미없다고 난리쳐? 불통유재석 욕먹고 조작단거지개샘이랑 제작진뒷거래부정 고소해서 가목집어넣기 딱 좋구만 좀 더 비리로 연명하게놔둬 자료 수집중인데 방해하지마!	False	others	offensive	대중 재미없 난리 치 불통 유재석 욕먹 조작 단 거지 개 샘 제작진 뒷거래 부정 고소 가 목 넣 딱 좋 좀 더 비리 연명 놔두 자료 수집 방해
대중은 개인 인스타그램에서도 저런 사진을 원했던것이지 ㅠ 하지만 현실은 그렇지 못했고!	False	none	none	대중 개인 인스타그램 사진 원하 현실 못 하
대체 남성편력의 끝은 어딜까?? 주지훈,탑..ㅎㅎ그외 다수먼가기가맥힌 특징이있으니 가능하겠지만..대단하다참..	True	gender	offensive	대체 남성 편력 끝 주지훈 탑 다수 멀 기 맥히 특징 있 가능 대단하 참
대체 이걸 왜 알아야하지?기레기야 그렇게 할일이 없냐?	False	none	hate	대체 왜 알 기레기 하 일 없
대통령 연설하는데 재수없게시리쯔쯔.	False	none	none	대통령 연설 재수 없 쯔쯔
대패삼겹살은 부산대 앞을 중심으로 백대표가 말하는 시기보다 훨씬 앞서 팔고 있었던 것으로 아는데.. 너무 극적인 요소를 말하려고 그랬었나.. 열심히 노력했다는 것에 대해서는 인정	False	none	none	대패 삼겹살 부산대 앞 중심 백 대표 말 시기 훨씬 앞서 팔 알 너무 극 요소 말 열심히 노력 대하 인정
대표팀 오래 해주세요최고ㅜㅜ	False	none	none	대표 팀 오래 하 최고
대학가요제 '잘 부탁드립니다.' 이 노래 유명했는데 모르는 사람 많네요.	False	none	none	대학 가요제 잘 부탁 드리 노래 유명 모르 사람 많
대학생 있는상대에 시간끌기ㅋㅋ 쪽팔리다..	False	none	offensive	대학 있 상대 시간 끌 쪽팔리
대한민국 3대 도둑놈 1위 조세형 2위 간장게장 3위 비	False	none	none	대한민국 대 도둑놈 조세형 간장 게장 비
대한민국 군대나온 수컷들은공짜로 여행보내주고방송촬영하면 백퍼 다 뛴다	True	gender	hate	대한민국 군대 나오 수컷 공짜 여행 보내 방송 촬영 다 뛰
대한민국 금메달리스트가 꼭 이 시국에 쪽ㅂㄹ랑 결혼까지 해야 속이 후련햇냐ㅕㅑㅑㅑㅑㅑ	False	others	hate	대한민국 금메달리스트 꼭 시국 결혼 하 속 후련
대한민국 더이상 치안안전국가아님 이 사건으로 대한민국 치안 불안정	False	others	offensive	대한민국 더 이상 치안 안전 국가 사건 대한민국 치안 안정
대한민국 젊은배우는 다 죽었냐? 공효진이 언제까지 연애 영화에 나올꺼야 60먹고도 나오나??	False	others	hate	대한민국 젊 배우 다 죽 공 효 진 연애 영화 나오 먹 나오
대한민국엔 2명의 부처가 산다. 서장훈과 안재현. 그들 덕분에 나라가 망하지 않고 유지되는거다	False	none	none	대한민국 부처 살 서장훈 안재현 덕분 나라 망하 유지
대한민국은 김치녀들 입김이 너무 세다	True	gender	hate	대한민국 김치 녀 입김 너무 세
대한민국은 신기한 민족이다.노래 잘하는 사람이 인구 5천만에 5천만 되는 것 같다ㅋ자존심만 강해서 남들과 타협도 못 하는 성질의 민족성.역시 개개인은 뛰어나구나ㅎ	False	others	none	대한민국 신기하 민족 노래 잘 사람 인구 되 같 자존심 강하 남 타협 못 하 성질 민족 역시 개개인 뛰어나
댓글 보고 상처 안받았으면 좋겠네요 우리나라 사람들 속에 화가 많아서 그저 화풀이 하는거임 ㅇㅇ 어떻게 보면 불쌍한 사람들	False	others	hate	댓글 보 상처 안 좋 나라 사람 속 화 많 그저 화풀이 하 보 불쌍 사람
